NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
1,아바타: 물의 길,제임스 카메론,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20221214,개봉영화,장편,미국,,,,,,액션,12세이상관람가,일반영화
2,올빼미,안태진,"(주)씨제스엔터테인먼트,(주)영화사 담담",,(주)넥스트엔터테인먼트월드(NEW),20221123,개봉영화,장편,한국,,,,,,스릴러,15세이상관람가,일반영화
3,영웅,윤제균,"(주)제이케이필름,(주)씨제이이엔엠",,(주)씨제이이엔엠,20221221,개봉영화,장편,한국,,,,,,드라마,12세이상관람가,일반영화
4,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",미키 타카히로,,(주)미디어캐슬,"(주)바이포엠스튜디오,홀리가든",20221130,개봉영화,장편,일본,258,,,,,멜로/로맨스,12세이상관람가,독립/예술영화
5,압꾸정,임진순,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트",,(주)쇼박스,20221130,개봉영화,장편,한국,,,,,,코미디,12세이상관람가,일반영화
6,신비아파트 극장판 차원도깨비와 7개의 세계,변영규,(주)씨제이이엔엠,,(주)씨제이이엔엠,20221214,개봉영화,장편,한국,665,,,,,애니메이션,전체관람가,일반영화
7,탄생,박흥식,"민영화사,가톨릭문화원 ALMA ART",,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",20221130,개봉영화,장편,한국,670,,,,,드라마,12세이상관람가,일반영화
8,극장판 뽀로로와 친구들: 바이러스를 없애줘!,박영균,(주)오콘,,(주)넥스트엔터테인먼트월드(NEW),20221201,개봉영화,장편,한국,380,,,,,애니메이션,전체관람가,일반영화
9,젠틀맨,김경원,"(주)트릭스터,주식회사 에이치앤드엔터테인먼트",,플러스엠 엔터테인먼트,20221228,개봉영화,장편,한국,751,,,,,범죄,15세이상관람가,일반영화
10,원피스 필름 레드,타니구치 고로,,에스엠지홀딩스 주식회사,(주)넥스트엔터테인먼트월드(NEW),20221130,개봉영화,장편,일본,550,,,,,애니메이션,12세이상관람가,일반영화
11,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,알렉세이 트시칠린,,(주)퍼스트런,메가박스중앙(주),20221222,개봉영화,장편,기타,626,,,,,애니메이션,전체관람가,일반영화
12,블랙 팬서: 와칸다 포에버,라이언 쿠글러,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20221109,개봉영화,장편,미국,,,,,,액션,12세이상관람가,일반영화
13,데시벨,황인호,"이스트드림시노펙스(주),(주)기억속의매미",,(주)마인드마크,20221116,개봉영화,장편,한국,,,,,,액션,12세이상관람가,일반영화
14,프레이 포 더 데블,다니엘 스탬,,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트,20221207,개봉영화,장편,미국,517,,,,,미스터리,15세이상관람가,일반영화
15,본즈 앤 올,루카 구아다니노,,워너브러더스 코리아(주),워너브러더스 코리아(주),20221130,개봉영화,장편,미국,356,,,,,공포(호러),청소년관람불가,일반영화
16,핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,김수경,더핑크퐁컴퍼니(주),,(주)넥스트엔터테인먼트월드(NEW),20221221,개봉영화,장편,한국,432,,,,,애니메이션,전체관람가,독립/예술영화
17,엔시티 드림 더 무비 : 인 어 드림,"이예지,오윤동",씨제이포디플렉스 주식회사,,씨제이포디플렉스 주식회사,20221130,개봉영화,장편,한국,103,,,,,다큐멘터리,전체관람가,일반영화
18,스페이스 키드: 우주에서 살아남기,에릭 토스티,,그린나래미디어(주),"그린나래미디어(주),(주)인터파크",20221207,개봉영화,장편,프랑스,290,,,,,애니메이션,전체관람가,독립/예술영화
19,스트레인지 월드,"돈 홀,퀴 응우옌",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20221123,개봉영화,장편,미국,699,,,,,애니메이션,전체관람가,일반영화
20,더 메뉴,마크 미로드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20221207,개봉영화,장편,미국,177,,,,,스릴러,15세이상관람가,일반영화
21,동감,서은영,(주)고고스튜디오,,씨제이 씨지브이(CJ CGV)(주),20221116,개봉영화,장편,한국,,,,,,멜로/로맨스,12세이상관람가,일반영화
22,크리스마스 캐럴,김성수,"(주)화인컷,(주)블루플랜잇",,(주)디스테이션,20221207,개봉영화,장편,한국,410,,,,,드라마,청소년관람불가,독립/예술영화
23,몬스터 신부: 101번째 프로포즈,,,(주)히스토리필름,와이드 릴리즈(주),20221228,개봉영화,장편,헝가리,226,,,,,애니메이션,전체관람가,독립/예술영화
24,양자경의 더 모든 날 모든 순간,"다니엘 콴,다니엘 쉐이너트",,(주)더쿱디스트리뷰션,워터홀컴퍼니(주),20221123,개봉영화,장편,미국,63,,,,,액션,15세이상관람가,독립/예술영화
25,헤이지니&럭키강이 비밀의 문,안진성,(주)영화사 그램,,"(주)영화사 그램,(주)플레이그램",20221201,개봉영화,장편,한국,282,,,,,공연,전체관람가,일반영화
26,너와 사랑한 시간,황진진,,오드,오드,20221130,개봉영화,장편,홍콩,92,,,,,멜로/로맨스,12세이상관람가,일반영화
27,페르시아어 수업,바딤 피얼먼,,(주)영화사 진진,(주)영화사 진진,20221215,개봉영화,장편,러시아,40,,,,,드라마,15세이상관람가,독립/예술영화
28,에브리씽 에브리웨어 올 앳 원스,"다니엘 콴,다니엘 쉐이너트",,(주)더쿱디스트리뷰션,워터홀컴퍼니(주),20221012,개봉영화,장편,미국,620,,,,,액션,15세이상관람가,독립/예술영화
29,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,타카하시 와타루,,(주)씨제이이엔엠,(주)씨제이이엔엠,20220928,개봉영화,장편,일본,873,,,,,애니메이션,전체관람가,일반영화
30,만인의 연인,한인미,(주)시네마달,,(주)시네마달,20221201,개봉영화,장편,한국,52,,,,,드라마,15세이상관람가,독립/예술영화
31,코르사주,,,그린나래미디어(주),"그린나래미디어(주),(주)플레이그램",20221221,개봉영화,장편,프랑스,46,,,,,드라마,15세이상관람가,독립/예술영화
32,극장판 가면라이더: 세이버X젠카이저 슈퍼히어로 전기,타자키 류타,,대원미디어(주),트윈플러스파트너스(주),20221201,개봉영화,장편,일본,103,,,,,액션,전체관람가,일반영화
33,프로메어,이마이시 히로유키,,(주)미디어캐슬,(주)영화사 그램,20221020,개봉영화,장편,일본,63,,,,,애니메이션,15세이상관람가,독립/예술영화
34,인생은 아름다워,최국희,더램프(주),,롯데컬처웍스(주)롯데엔터테인먼트,20220928,개봉영화,장편,한국,,,,,585,뮤지컬,12세이상관람가,일반영화
35,탑건: 매버릭,조셉 코신스키,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,20220622,개봉영화,장편,미국,,,,,,액션,12세이상관람가,일반영화
36,가가린,"파니 리에타르,제레미 트루일",,(주)엣나인필름,(주)엣나인필름,20221222,개봉영화,장편,프랑스,41,,,,,SF,12세이상관람가,독립/예술영화
37,심야카페: 미씽 허니,정윤수,(주)케이드래곤,,(주)영화특별시에스엠씨,20221117,개봉영화,장편,한국,174,,,,,멜로/로맨스,12세이상관람가,일반영화
38,화이트 노이즈,노아 바움백,,,씨제이 씨지브이(CJ CGV)(주),20221207,개봉영화,장편,미국,62,,,,,코미디,15세이상관람가,일반영화
39,"그 겨울, 나는",오성호,한국영화아카데미,,(주)더쿱디스트리뷰션,20221130,개봉영화,장편,한국,27,,,,,멜로/로맨스,15세이상관람가,독립/예술영화
40,헤어질 결심,박찬욱,모호필름,,(주)씨제이이엔엠,20220629,개봉영화,장편,한국,,,,,,미스터리,15세이상관람가,일반영화
41,크레이지 컴페티션,"마리아노 콘,가스통 듀프랫",,주식회사 왓챠,"(주)영화사 진진,주식회사 왓챠",20221228,개봉영화,장편,스페인,40,,,,,드라마,15세이상관람가,독립/예술영화
42,튜브펫주식회사,"송상민,곽지성",(주)지티지그룹,,"(주)지티지그룹,와이드 릴리즈(주)",20221208,개봉영화,장편,한국,55,,,,,드라마,전체관람가,일반영화
43,이태석,이우석,"드림채널,주식회사 블루필름웍스",,"THE 픽쳐스,주식회사 블루필름웍스",20221229,개봉영화,장편,한국,100,,,,,다큐멘터리,전체관람가,독립/예술영화
44,데솔레이트,,,(주)로드하우스,(주)로드하우스,20221206,개봉영화,장편,미국,49,,,,645,액션,15세이상관람가,일반영화
45,유포자들,홍석구,"KBS,(주)아센디오",,와이드 릴리즈(주),20221123,개봉영화,장편,한국,123,,,,757,범죄,15세이상관람가,일반영화
46,극장판 소드 아트 온라인 프로그레시브 짙은 어둠의 스케르초,카와노 아야코,,(주)애니플러스,(주)애니플러스,20221110,개봉영화,장편,일본,89,,,,,애니메이션,12세이상관람가,일반영화
47,요정,신택수,한국예술종합학교 미디어콘텐츠센터,,"(주)싸이더스,(주)블루라벨픽쳐스",20221201,개봉영화,장편,한국,32,,,,,드라마,12세이상관람가,독립/예술영화
48,자백,윤종석,리얼라이즈픽쳐스(주),,롯데컬처웍스(주)롯데엔터테인먼트,20221026,개봉영화,장편,한국,,,,,998,범죄,15세이상관람가,일반영화
49,리멤버,이일형,(주)영화사 월광,,(주)에이스메이커무비웍스,20221026,개봉영화,장편,한국,,,,,34,드라마,15세이상관람가,일반영화
50,폴: 600미터,스콧 만,,"주식회사 풍경소리,(주)타임앤드스페이스",(주)스튜디오디에이치엘,20221116,개봉영화,장편,영국,463,,,,,스릴러,12세이상관람가,일반영화
51,메모리아,아핏차퐁 위라세타쿤,,찬란,찬란,20221229,개봉영화,장편,기타,42,,,,,드라마,12세이상관람가,독립/예술영화
52,그녀가 말했다,마리아 슈라더,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20221130,개봉영화,장편,미국,88,,,,,드라마,15세이상관람가,일반영화
53,아마겟돈 타임,제임스 그레이,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20221123,개봉영화,장편,미국,186,,,,,드라마,12세이상관람가,일반영화
54,지옥의 화원,,,찬란,"찬란,(주)하이스트레인저",20221215,개봉영화,장편,일본,25,,,,,코미디,15세이상관람가,독립/예술영화
55,놈이 우리 안에 있다,조쉬 루벤,,(주)콘텐츠패밀리,(주)영화사오원,20221123,개봉영화,장편,미국,91,,,,128,미스터리,15세이상관람가,일반영화
56,EBS친구들 씽씽 댄스파티,,한국교육방송공사 EBS,,(주)에픽캔,20220920,개봉영화,장편,한국,1,,,,92,가족,전체관람가,일반영화
57,견왕: 이누오,유아사 마사아키,,(주)미디어캐슬,트윈플러스파트너스(주),20221208,개봉영화,장편,일본,28,,,,,애니메이션,12세이상관람가,독립/예술영화
58,한산 리덕스,김한민,(주)빅스톤픽쳐스,,롯데컬처웍스(주)롯데엔터테인먼트,20221116,개봉영화,장편,한국,202,,,,365,액션,12세이상관람가,일반영화
59,트랜스,도내리,네거티브 필름 프로덕션즈,,(주)마노엔터테인먼트,20221117,개봉영화,장편,한국,29,,,0,0,SF,15세이상관람가,독립/예술영화
