NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
1,미나리,정이삭,,판씨네마(주),판씨네마(주),20210303,개봉영화,장편,미국,1162,7603587470,841966,2605386840,284134,드라마,12세이상관람가,독립/예술영화
2,극장판 귀멸의 칼날: 무한열차편,소토자키 하루오,,에스엠지홀딩스 주식회사,워터홀컴퍼니(주),20210127,개봉영화,장편,일본,380,5965083230,620173,1494829120,149416,애니메이션,15세이상관람가,일반영화
3,고질라 VS. 콩,아담 윈가드,,워너브러더스 코리아(주),워너브러더스 코리아(주),20210325,개봉영화,장편,미국,1295,3786938320,400883,971706560,95113,액션,12세이상관람가,일반영화
4,라야와 마지막 드래곤,"돈 홀,카를로스 로페즈 에스트라다",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20210304,개봉영화,장편,미국,1056,2807173770,303508,775152040,79112,애니메이션,전체관람가,일반영화
5,소울,피트 닥터,"월트 디즈니 픽쳐스,픽사 애니메이션 스튜디오",월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20210120,개봉영화,장편,미국,2018,1528855380,157646,592803440,60576,애니메이션,전체관람가,일반영화
6,미션 파서블,김형주,(주)노시스컴퍼니,,(주)메리크리스마스,20210217,개봉영화,장편,한국,930,1061063720,113421,153112620,16607,코미디,15세이상관람가,일반영화
7,더 박스,양정웅,(주)영화사테이크,,(주)씨네필운,20210324,개봉영화,장편,한국,372,747473730,93198,338352280,41533,드라마,12세이상관람가,독립/예술영화
8,카오스 워킹,더그 라이만,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,20210224,개봉영화,장편,미국,780,403423880,47051,141633860,19032,어드벤처,15세이상관람가,일반영화
9,최면,최재훈,(주)스마일이엔티,,(주)스마일이엔티,20210324,개봉영화,장편,한국,506,399800610,44118,80783760,8773,공포(호러),15세이상관람가,독립/예술영화
10,톰과 제리,팀 스토리,,워너브러더스 코리아(주),워너브러더스 코리아(주),20210224,개봉영화,장편,미국,918,396056390,44008,96677810,10393,애니메이션,전체관람가,일반영화
11,모리타니안,케빈 맥도널드,,(주)퍼스트런,(주)디스테이션,20210317,개봉영화,장편,미국,586,362686650,40506,122414480,13436,스릴러,15세이상관람가,독립/예술영화
12,리스타트,조 카나한,,(주)콘텐츠판다,(주)넥스트엔터테인먼트월드(NEW),20210311,개봉영화,장편,미국,529,352731620,39371,90806710,10054,액션,15세이상관람가,일반영화
13,자산어보,이준익,(주)씨네월드,,메가박스중앙(주)플러스엠,20210331,개봉영화,장편,한국,1250,252848850,37650,96990870,13605,사극,12세이상관람가,일반영화
14,브레이브 언더 파이어,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,20210317,개봉영화,장편,러시아,203,117845400,14922,28527300,3867,액션,12세이상관람가,일반영화
15,몬테크리스토: 더 뮤지컬 라이브,오윤동,씨제이포디플렉스 주식회사,,"CGV ICECON,씨제이포디플렉스 주식회사",20210319,개봉영화,장편,한국,90,279817500,14528,120363000,6250,공연,12세이상관람가,일반영화
16,웨이 다운,하우메 발라게로,,(주)누리픽쳐스,(주)누리픽쳐스,20210311,개봉영화,장편,스페인,309,120956030,13743,40654830,4607,액션,15세이상관람가,일반영화
17,아이 씨 유,아담 랜달,,그린나래미디어(주),(주)홈초이스,20210311,개봉영화,장편,영국,113,117569750,12810,45142120,4848,스릴러,15세이상관람가,독립/예술영화
18,고백,서은영,퍼레이드 픽쳐스,,(주)리틀빅픽쳐스,20210224,개봉영화,장편,한국,255,84679600,11604,24313300,3484,드라마,15세이상관람가,독립/예술영화
19,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,스도 토모노리,,(주)애니플러스,(주)애니플러스,20201022,개봉영화,장편,일본,149,83604000,10483,31484000,3946,애니메이션,15세이상관람가,일반영화
20,정말 먼 곳,박근영,봄내필름,,그린나래미디어(주),20210318,개봉영화,장편,한국,204,70564880,8662,40593390,4818,드라마,12세이상관람가,독립/예술영화
21,그녀가 사라졌다,루크 이브,,주식회사 제이씨엔터웍스,(주)스튜디오디에이치엘,20210317,개봉영화,장편,호주,143,61723800,7042,26559600,2999,멜로/로맨스,12세이상관람가,독립/예술영화
22,스파이의 아내,구로사와 기요시,,M&M 인터내셔널,M&M 인터내셔널,20210325,개봉영화,장편,일본,120,61228970,7035,38734080,4268,드라마,12세이상관람가,독립/예술영화
23,암모나이트,,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,20210311,개봉영화,장편,미국,207,50005530,5820,25718420,2964,드라마,청소년관람불가,독립/예술영화
24,파이터,윤재호,영화사 해그림 주식회사,,㈜인디스토리,20210318,개봉영화,장편,한국,74,44138090,5796,24457750,3164,드라마,12세이상관람가,독립/예술영화
25,퍼펙트 케어,J 블레이크슨,,(유)조이앤시네마,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",20210219,개봉영화,장편,미국,308,46653740,5761,33376650,4288,범죄,15세이상관람가,일반영화
26,더 레이서,키에론 J 월쉬,,주식회사 모쿠슈라픽쳐스,(주)다자인소프트,20210224,개봉영화,장편,기타,146,46292040,5647,25863000,3095,드라마,15세이상관람가,독립/예술영화
27,아무도 없는 곳,김종관,볼미디어(주),,(주)엣나인필름,20210331,개봉영화,장편,한국,374,35638410,5077,18107340,2435,드라마,15세이상관람가,독립/예술영화
28,워 위드 그랜파,팀 힐,,(주)스톰픽쳐스코리아,"(주)키다리이엔티,(주)태양미디어그룹",20210224,개봉영화,장편,미국,322,41245080,4835,16616510,2227,코미디,12세이상관람가,독립/예술영화
29,라스트 레터,이와이 슌지,,(주)미디어캐슬,(주)스튜디오 산타클로스엔터테인먼트,20210224,개봉영화,장편,일본,160,39407740,4528,22267500,2450,멜로/로맨스,전체관람가,독립/예술영화
30,아르코 라이브 뮤지컬 호프,,한국문화예술위원회,,(주)아이디어랩,20210303,개봉영화,장편,한국,10,90163000,4509,62358500,3118,공연,12세이상관람가,일반영화
31,내일도 우린 사랑하고 있을까,주남,,(주)엔케이컨텐츠,(주)디스테이션,20210311,개봉영화,장편,중국,129,31768800,4451,12650400,1797,드라마,12세이상관람가,독립/예술영화
32,와일드 마운틴 타임,존 패트릭 셰인리,,(주)스톰픽쳐스코리아,"(주)영화사 빅,(주)태양미디어그룹",20210324,개봉영화,장편,영국,272,35076910,4072,11508040,1351,멜로/로맨스,12세이상관람가,독립/예술영화
33,"조제, 호랑이 그리고 물고기들",타무라 코타로,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,20210331,개봉영화,장편,일본,388,28701310,4001,13487550,1721,애니메이션,12세이상관람가,일반영화
34,쁘떼뜨,마틴 슈라이어,,(주)고맙습니다 사랑합니다,예지림엔터테인먼트,20210310,개봉영화,장편,독일,105,33256200,3915,14999100,1737,멜로/로맨스,12세이상관람가,독립/예술영화
35,해길랍,채밀결,,오드,오드,20210331,개봉영화,장편,기타,223,25995640,3844,11475230,1706,멜로/로맨스,15세이상관람가,독립/예술영화
